,County,WaterstatsID,UtilityType,UtilityName,AWWAGroup,Category,Region,AWWA_City,State_Name,State,Zip,Country,FIPS,City,PopDens,MedianIncome,Ground,Surface,Purchases,PrimarySource,SplitPercent,ResidentialRateStr,RateStruct,Seasonal,ResCharges1000cfService,ResCharges1000cfVolume,ResCharges1000cfTotal,ResCharges1500cfService,ResCharges1500cfVolume,ResCharges1500cfTotal,FixedChargeRatio,WWCharges1000cfService,WWCharges1000cfVolume,WWCharges1000cfTotal,WWCharges1500cfService,WWCharges1500cfVolume,WWCharges1500cfTotal,CombResCharges1000cfService,CombResCharges1000cfVolume,CombResCharges1000cfTotal,CombResCharges1500cfService,CombResCharges1500cfVolume,CombResCharges1500cfTotal,MGDailyWaterTreatmntProdCapacity,MGDAverageDayWaterProduction,MGDMaxDayWaterProduction,AvgPlantUtilization,MaxPlantUtilization,AnnualMGallonsSoldResNonres,AnnualMGallonsSoldWholesale,AnnualMGallonsSoldTotal,SvcPopRetail,SvcPopWholesale,SvcPopTotal,X.x,ScvPop,DailyPerCapitaConsumptionGallons,ActiveAccountResidential,ActiveAccountNonRes,AccountRatio_NonRes,ActiveAccountWholesale,ActiveAccountTotal,BSFullTimeEmployees,MGYWWTotalGallonsTreated,WaterPerEmployee,BSTotalAssets,BSLongtermDebt,DebtRatio,BSTotalAssetsComb,BSLongTermDebtComb,DebtRatioComb,ISOperatingRevenues,ISBeforeDepreciation,IncomeStatement_Depreciation_Expense,OpExpRev,ISInterestExpense,ISNetIncome,DebtPerMG,OpExpPerMG,NonOperatingRevenue,NonOperatingIncome,ISOperatingRevenuesComb,ISBeforeDepreciationComb,OpExpRevComb,ISInterestExpenseComb,ISNetIncomeComb,AverageCapitalNeeds,IncomeStatement_W_C_WW,WaterIS_Period,WastewaterIS_Period,UtilityType.1,WaterOnly,TempAve,TempVar,PrecipAnnual,PrecipSeasonal,MaxCumDef,NDI,X.y,mean,depth
198,Montgomery,1444,1,North Penn Water Authority,C,U,Northeast,Lansdale,Pennsylvania,PA,19446,USA,42091,Lansdale,1590.2,60462,13,87,0,1,,U,1,0,7.45,31.49,38.94,7.45,47.24,54.69,0.16,0,0,0,0,0,0,7.45,31.49,38.94,7.45,47.24,54.69,26.48,8.93,10.72,33.72%,40.48%,2843,13,2856,79365,0,79365,1,79365,98.59078352,28295,2229,0.078777169,1,30525,58,0,49.24137931,"172,944,878.00","54,360,383.00",0.31,"172,944,878.00","54,360,383.00",0.31,13494169,"8,738,225.00",5254837,0.65,0,"5,425,658.00","19,033.75","3,059.60",0,1,"13,494,169.00","8,738,225.00",0.65,0,5425658,"4,903,200.00",Water only,CY09,N / R,1,1,11.37,12.22,"1,151.61",1.31,5.905801006,154.4521117,1007,1382.854458,847.5331107
199,Morgan,1455,2,Decatur Utilities,B,U,South,Decatur,Alabama,AL,35609,USA,1103,Decatur,188.1,48640,0,100,0,1,2,DB,3,0,3.27,9.65,12.92,3.27,14.34,17.61,0.23,4.9,17.73,22.63,4.9,26.59,31.49,8.17,27.38,35.55,8.17,40.93,49.1,68,26,44,38.24%,64.71%,8125,2000,10125,58000,40000,98000,1,98000,283.0584289,22003,3132,0.142344226,9,25144,42,7314.6,241.0714286,"76,834,000.00","20,964,000.00",0.27,"167,125,000.00","47,748,000.00",0.29,9043472,"5,475,000.00",2232672,0.61,"860,480.00","-1,594,601.00","2,070.52",540.74,1,1,"20,082,756.00","11,866,000.00",0.59,"1,478,682.00",-1806294,"2,905,000.00",Water only,FY09,FY09,2,1,15.61,10.34,"1,406.76",1.49,0.019327091,72.61701937,1014,1518.449132,857.1419093
200,Multnomah,20076,4,Portland Bureau of Environmental Services,X,U,West,Portland,Oregon,OR,97204,USA,41051,Portland,1480.5,52503,0,0,0,4,,NA,4,0,0,0,0,0,0,0,#DIV/0!,0,65,65,0,97.5,97.5,0,65,65,0,97.5,97.5,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1,0,#DIV/0!,0,0,#DIV/0!,0,0,0,24925.6,#DIV/0!,0,0,#DIV/0!,"2,646,762,392.00","1,410,617,143.00",0.53,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"228,259,379.00","99,968,847.00",0.44,"50,336,722.00",56943758,#DIV/0!,,N / R,FY09,4,0,9.9,7.96,"1,699.87",6.21,0.18942409,21.102102,1024,2065.639752,1533.463725
201,Multnomah,1429,1,Portland Water Bureau,A,U,West,Portland,Oregon,OR,97204,USA,41051,Portland,1480.5,52503,2,98,0,1,1,U,1,0,7.38,24.4,31.78,7.38,36.6,43.98,0.2,0,0,0,0,0,0,7.38,24.4,31.78,7.38,36.6,43.98,325,103,162,31.69%,49.85%,20742,14458,35200,558200,326100,884300,0,884300,109.0561531,163300,20000,0.122473974,22,183322,659.7999878,0,53.34950084,"726,996,812.00","295,683,735.00",0.41,"726,996,812.00","295,683,735.00",0.41,101728593,"66,175,772.00",20672524,0.65,"11,143,410.00","5,863,601.00","8,400.11","1,879.99",0,0,"101,728,593.00","66,175,772.00",0.65,"11,143,410.00",5863601,"158,668,977.80",Water only,FY09,N / R,1,1,9.9,7.96,"1,699.87",6.21,0.18942409,21.102102,1024,2065.639752,1533.463725
202,Muscogee,1054,2,Columbus Water Works,B,U,South,Columbus,Georgia,GA,31902,USA,13215,Columbus,863,45581,0,100,0,1,2,IB,2,0,3.7,13.1,16.8,3.7,19.65,23.35,0.19,2.17,38.85,41.02,2.17,38.85,41.02,5.87,51.95,57.82,5.87,58.5,64.37,90,29.63,45.38,32.92%,50.42%,9323.32,0,9323.32,228000,0,228000,0,0,112.0322038,64713,8674,0.134037983,0,73387,254,13656.25,36.70598425,"609,817,995.00","232,410,298.00",0.38,"609,817,995.00","232,410,298.00",0.38,21800000,"45,572,000.00",16792157,2.09,"4,332,843.00","6,255,755.00","24,927.85","4,887.96",1,0,"21,800,000.00","74,351,731.00",3.41,"8,665,686.00",12511511,"22,465,400.00",Combined water and wastewater,FY09,FY09,2,0,18.21,9.19,"1,233.36",1.67,0.031857536,0.810288502,1027,1253,426.8742984
203,Nash,1688,2,"Rocky Mount, City of",C,U,South,Rocky Mount,North Carolina,NC,27804,USA,37127,Rocky Mount,171.9,42714,0,100,0,1,2,IDB,4,0,8,17.4,25.4,8,26.9,34.9,0.3,9,28,37,9,43,52,17,45.4,62.4,17,69.9,86.9,24,9.87,14.6,41.13%,60.83%,2484.8,680.2,3165,51055,7000,58055,0,58055,149.3623784,21549,2226,0.103299457,6,23781,45.65999985,3759.5,69.3166888,"34,605,768.00","3,386,728.00",0.1,"94,485,434.00","11,968,224.00",0.13,9273368,"8,393,019.00",1243726,0.91,"157,012.00","-683,514.00","1,070.06","2,651.82",1,0,"19,914,907.00","16,406,819.00",0.82,"463,340.00",10861,"2,897,600.00",Water only,FY09,FY09,2,1,15.39,10.52,"1,156.35",1.55,0.043173574,1.828649035,1036,904.1818182,362.0715573
204,New Castle,1633,2,Artesian Water Company Inc.,C,U,Northeast,Newark (Artesian),Delaware,DE,19702,USA,10003,Newark,1124,63766,84.3,0,15.7,2,,IB,2,0,11.56,15.09,26.65,11.56,23.03,34.59,0.5,75,0,75,75,0,75,86.56,15.09,101.65,86.56,23.03,109.59,54.94,19.35,30.65,35.22%,55.79%,6080,230,6310,276000,0,276000,0,276000,62.63648997,71992,4806,0.066757417,16,76814,207,21.55,30.48309179,"316,395,441.00","104,864,258.00",0.33,"334,406,109.00","104,864,258.00",0.31,55032892,"35,684,448.00",6175953,0.65,"7,013,756.00","6,947,684.00","16,618.74","5,655.22",0,1,"56,013,289.00","36,532,030.00",0.65,"7,118,074.00",6827134,"23,725,800.00",Water only,FY09,FY09,2,1,11.88,11.31,"1,055.71",1.31,2.792698805,1130.578918,1047,985.6011905,557.1193138
205,New York,1378,2,New York City Department of Environmental Protection,A,U,Northeast,New York City,New York,NY,11373,USA,36061,New York,57173,50080,0,100,0,1,2,U,1,0,0,26.1,26.1,0,39.15,39.15,0,0,41.5,41.5,0,62.25,62.25,0,67.6,67.6,0,101.4,101.4,1500,1040,1300,69.33%,86.67%,284313,41477,325790,8008278,925948,8934226,0,0,99.90516721,759850,75150,0.098901099,60,835060,1585,468295,205.5457413,"23,718,810,000.00","21,421,197,000.00",0.9,"23,718,810,000.00","21,421,197,000.00",0.9,2448567000,"1,534,908,000.00",696345000,0.63,"51,921,000.00","-855,560,000.00","65,751.55","4,711.34",0,0,"2,448,567,000.00","3,069,816,000.00",1.25,"103,842,000.00",-1699591000,"665,800,000.00",Combined water and wastewater,FY09,FY09,2,0,12.5,12.23,"1,138.15",1.25,68.18572493,1663.468356,1053,1166,NA
206,Newport News,1555,1,Newport News Waterworks,B,U,South,Newport News,Virginia,VA,23606,USA,51700,Newport News,2624.3,47862,6.8,93.2,0,1,1,IB,2,1,3.15,28.84,31.99,3.15,44.04,47.19,0.07,0,0,0,0,0,0,3.15,28.84,31.99,3.15,44.04,47.19,91,42,56,46.15%,61.54%,14600,0,14600,415000,54200,469200,1,469200,85.2514919,119869,10805,0.09014007,2,130676,340,0,42.94117647,"595,202,377.00","195,292,527.00",0.33,"595,202,377.00","195,292,527.00",0.33,60139240,"41,863,251.00",14168645,0.7,"6,653,001.00","13,272,552.00","13,376.20","2,867.35",1,1,"60,139,240.00","41,863,251.00",0.7,"6,653,001.00",13272552,"24,480,000.00",Water only,FY09,N / R,1,1,6.16,4.3,846.64,1.5,3.869595437,73.20209525,1055,1019.714286,176.8235602
207,Niagara,1344,1,Buffalo Water Board,B,U,Northeast,Buffalo (BWB),New York,NY,14202,USA,36063,Buffalo,418.1,32088,0,100,0,1,2,IB,2,0,7.89,18.99,26.88,7.89,28.48,36.37,0.28,0,0,0,0,0,0,7.89,18.99,26.88,7.89,28.48,36.37,160,69.5,0,43.44%,0.00%,8925,0,8925,270000,0,270000,1,270000,90.56316591,68822,7547,0.109659702,0,76369,117,0,76.28205128,"154,266,000.00","123,505,000.00",0.8,"154,266,000.00","123,505,000.00",0.8,35284000,"22,079,000.00",3897000,0.63,"6,118,000.00","-253,000.00","13,838.10","2,473.84",1,0,"35,284,000.00","22,079,000.00",0.63,"6,118,000.00",-253000,"16,400,000.00",Water only,FY09,N / R,1,1,8.17,11.26,858.27,1.44,0.139436281,11.2105482,1058,843.2847682,449.9186767
208,Norfolk,1556,2,"Norfolk Utilities Department, City of",B,U,South,Norfolk,Virginia,VA,23510,USA,51710,Norfolk,4263.7,41608,2,98,0,1,1,U,1,0,0,39.07,39.07,0,58.6,58.6,0,0,0,31.6,0,0,47.39,0,39.07,70.67,0,58.6,105.99,136,66,76,48.53%,55.88%,6432.5,14847.9,21370.75,239000,581000,820000,0,820000,71.40243902,59760,4493,0.07518407,3,64347,291,0,73.43900344,"515,529,000.00","295,195,000.00",0.57,"725,168,000.00","410,637,000.00",0.57,82282000,"48,773,000.00",11335890,0.59,"14,826,222.00","11,534,079.00","13,813.04","2,282.23",0,0,"106,367,000.00","64,688,000.00",0.61,"19,310,810.00",13628655,"18,850,000.00",Water only,FY09,FY09,2,1,7.85,5.28,448.07,1.62,2.338419228,2.593710038,1065,607.2915082,288.8234864
209,Northampton,2059,2,Lehigh County Authority,C,U,Northeast,Lehigh County,Pennsylvania,PA,18106,USA,42095,Bethlehem,752.6,41871,95.6,0,4.4,2,1,DB,3,0,3.9,14.36,18.26,3.9,21.54,25.44,0.18,6.67,49.74,56.41,6.67,74.61,81.28,10.57,64.1,74.67,10.57,96.15,106.72,0,6.78,9.03,0.00%,0.00%,2277.6,0,2277.6,49300,0,49300,1,49300,126.5720081,17201,630,0.036625778,0,17831,29,2913.2,78.53793103,"99,049,484.00","17,945,121.00",0.18,"199,017,584.00","19,454,085.00",0.1,5897985,"2,995,941.00",2229055,0.51,"713,355.00","2,319,624.00","7,878.96","1,315.39",1,0,"19,494,619.00","13,725,208.00",0.7,"802,454.00",57857284,"6,821,800.00",Water only,FY09,FY09,2,1,10.14,12.36,"1,179.61",1.31,0.304540389,17.14348081,1067,1338.118353,955.2010015
210,Okaloosa,1018,2,Okaloosa County Water & Sewer,C,U,South,Okaloosa County,Florida,FL,32547,USA,12091,Fort Walton Beach,199.1,54240,100,0,0,2,2,IB,2,0,8.71,19.95,28.66,8.71,32.95,41.66,0.26,17.74,25.51,43.25,17.74,34.1,51.84,26.45,45.46,71.91,26.45,67.05,93.5,10.52,7.05,9.76,67.02%,92.78%,2244.078,0,2244.078,90000,0,90000,1,0,68.31287671,26845,9480,0.353138387,0,36325,66,2253.6,34.00118182,"207,090,974.00","94,157,989.00",0.45,"207,090,974.00","94,157,989.00",0.45,22351865,"24,292,118.00",5907242,1.09,"1,418,824.00","-4,464,969.00","41,958.43","10,824.99",1,0,"22,351,865.00","48,584,236.00",2.17,"2,837,648.00",-8929938,"1,006,000.00",Combined water and wastewater,FY09,FY09,2,0,17.07,7.37,"1,577.70",1.64,0.011665621,0.200522138,1086,1258.805556,1296.783181
211,Oklahoma,1423,2,"Oklahoma City, City of",A,U,South,Oklahoma City,Oklahoma,OK,73103,USA,40109,Oklahoma City,958.8,45704,0,100,0,1,2,U,1,0,7.37,16.9,24.27,7.37,25.36,32.73,0.29,1.62,24.24,25.86,1.62,36.35,37.97,8.99,41.14,50.13,8.99,61.71,70.7,245,97,184,39.59%,75.10%,27180,2478,29658,560000,231000,791000,0,0,102.7241397,186415,0,0,0,186415,358,23317,82.84357542,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,"60,235,000.00",,N / R,N / R,2,0,15.84,12.09,883.33,3.14,0.677981174,0.948012375,1089,1606.068541,1026.374168
212,Olmsted,1208,1,Rochester Public Utilities,C,U,Midwest,Rochester,Minnesota,MN,55906,USA,27109,Rochester,214,64200,100,0,0,2,2,U,1,0,5.26,6.92,12.18,5.26,10.38,15.64,0.51,0,0,0,0,0,0,5.26,6.92,12.18,5.26,10.38,15.64,34.8,12.814,26.8,36.82%,77.01%,4402.179,0,4402.179,102437,0,102437,0,102437,117.73836,33362,3399,0.101882381,0,36761,19,0,231.6936316,"89,471,326.00",0,0,"89,471,326.00",0,0,8192390,"5,078,857.00",2110054,0.62,0,"3,240,693.00",0,"1,153.71",0,1,"8,192,390.00","5,078,857.00",0.62,0,3240693,"2,476,800.00",Water only,CY09,N / R,1,1,6.78,14.81,807.56,4.71,0.429567285,1.984855394,1094,3047.294872,2005.423122
213,Onondaga,1391,1,Onondaga County Water Authority,B,U,Northeast,Onondaga County,New York,NY,13211-0009,USA,36067,Syracuse,577.2,53420,0.02,43.44,56.54,3,,IDB,4,0,11.42,15.4,26.82,11.42,30.1,41.52,0.38,0,0,0,0,0,0,11.42,15.4,26.82,11.42,30.1,41.52,70,36.82,44.96,52.60%,64.23%,9097.42,2623.78,11721.2,220000,120000,340000,1,340000,94.44963739,85594,6477,0.075671192,39,92110,126,0,93.02539683,"212,261,610.00","44,256,686.00",0.21,"212,261,610.00","44,256,686.00",0.21,30127444,"24,483,479.00",4568185,0.81,"1,339,501.00","834,200.00","3,775.78","2,088.82",1,0,"30,127,444.00","24,483,479.00",0.81,"1,339,501.00",834200,"14,181,600.00",Water only,CY09,N / R,1,1,7.75,12.21,"1,005.30",1.4,0.099684701,16.56255382,1096,1128.250936,880.4061097
214,Orange,1238,2,Orange Water and Sewer Authority,C,U,South,Carrboro,North Carolina,NC,27510-2001,USA,37135,Carrboro,321.8,43847,0,100,0,1,2,IB,2,1,13.19,39.34,52.53,13.19,69.04,82.23,0.19,10.77,43.46,54.23,10.77,65.19,75.96,23.96,82.8,106.76,23.96,134.23,158.19,20,7.4,14.4,37.00%,72.00%,2504.72,0,2504.72,80000,0,80000,1,80000,85.77808219,18870,2151,0.113990461,0,21021,77,2701,32.52883117,"70,256,847.00","41,303,550.00",0.59,"70,256,847.00","41,303,550.00",0.59,15285506,"8,895,070.00",4382962,0.58,"1,652,597.00","995,902.00","16,490.29","3,551.32",1,0,"15,285,506.00","8,895,070.00",0.58,"1,652,597.00",995902,"3,277,522.00",Water only,FY09,N / R,2,1,14.81,10.64,"1,156.58",1.35,0.013322958,0.675789077,1099,1033.537037,625.7019386
215,Orange,1299,2,Huntington Beach Public Works,B,U,West,Huntington Beach,California,CA,92648,USA,6059,Huntington Beach,3832.6,84777,62,0,38,2,,U,1,0,10.71,17.05,27.76,10.71,25.57,36.28,0.42,10.5,0,10.5,10.5,0,10.5,21.21,17.05,38.26,21.21,25.57,46.78,68,26.3,36,38.68%,52.94%,9090,0,9090,211000,0,211000,1,211000,118.0289554,48466,3890,0.080262452,0,52356,79,0,115.0632911,"105,283,000.00","555,000.00",0.01,"155,964,000.00","555,000.00",0,33992688,"28,295,541.00",2547095,0.83,0,"4,865,789.00",61.06,"3,112.82",1,0,"44,405,373.00","35,654,092.00",0.8,0,7269153,"8,927,740.00",Water only,Other,Other,2,1,16.53,5.45,336.45,60.44,112.1620317,12.27465337,1099,1033.537037,625.7019386
216,Orange,7433,1,East Orange County Water District,C,U,West,Orange,California,CA,92869,USA,6059,Orange,3832.6,77153,64,0,36,2,,U,1,0,19.5,20,39.5,19.5,30,49.5,0.65,0,0,0,0,0,0,19.5,20,39.5,19.5,30,49.5,5.5,4.1,5.5,74.55%,100.00%,0,0,0,3600,400,4000,1,4000,0,1200,8,0.006666667,5,1213,5,0,0,"11,600,000.00",0,0,"11,600,000.00",0,0,4938419,"5,367,589.00",431610,1.09,0,"233,470.00",#DIV/0!,#DIV/0!,0,1,"4,938,419.00","5,367,589.00",1.09,0,233470,"629,116.00",Water only,FY09,N / R,1,1,16.53,5.45,336.45,60.44,112.1620317,12.27465337,1099,1033.537037,625.7019386
217,Orange,4543,2,City of San Juan Capistrano,C,U,West,San Juan Capistrano,California,CA,92675,USA,6059,San Juan Capistrano,3832.6,81597,0,0,0,4,,IB,2,0,0,27,27,0,40.5,40.5,0,22.33,0,22.33,22.33,0,22.33,22.33,27,49.33,22.33,40.5,62.83,0,0,0,0.00%,0.00%,2642.48,0,2642.48,37782,0,37782,0,0,191.6169402,10024,1266,0.126296887,0,11290,15,0,176.1653333,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,,N / R,N / R,2,0,16.53,5.45,336.45,60.44,112.1620317,12.27465337,1099,1033.537037,625.7019386
218,Orange,4549,2,South Coast Water District,C,U,West,Dana Point,California,CA,92651,USA,6059,Laguna Beach,3832.6,82448,0,0,0,4,,IB,2,0,19.66,22.8,42.46,19.66,41.04,60.7,0.48,0,0,44.07,0,0,47.92,19.66,22.8,86.53,19.66,41.04,108.62,0,0,0,0.00%,0.00%,2312,0,2312,41000,0,41000,0,0,154.4938189,11100,1263,0.113783784,0,12363,86,0,26.88372093,"191,925,708.00","44,739,066.00",0.23,"191,925,708.00","44,739,066.00",0.23,26093497,"21,742,843.00",5923764,0.83,0,"2,953,291.00","19,350.81","9,404.34",1,0,"26,093,497.00","21,742,843.00",0.83,0,2953291,"28,765,964.20",Combined water and wastewater,Other,N / R,2,0,16.53,5.45,336.45,60.44,112.1620317,12.27465337,1099,1033.537037,625.7019386
219,Orange,1263,1,Mesa Consolidated Water District,C,U,West,Costa Mesa,California,CA,92627,USA,6059,Costa Mesa,3832.6,66348,60.5,0,39.5,2,2,U,1,0,8.5,27,35.5,8.5,40.5,49,0.21,0,0,0,0,0,0,8.5,27,35.5,8.5,40.5,49,112.2,17.9,28.21,15.95%,25.14%,5992.1,0,5992.1,113000,0,113000,0,113000,145.2806401,16455,6830,0.415071407,0,23285,61,0,98.23114754,"118,158,182.00","14,661,784.00",0.12,"118,158,182.00","14,661,784.00",0.12,25010344,"18,138,788.00",3511025,0.73,"966,597.00","3,934,236.00","2,446.85","3,027.12",1,1,"25,010,344.00","18,138,788.00",0.73,"966,597.00",3934236,"7,075,300.00",Water only,FY09,N / R,1,1,16.53,5.45,336.45,60.44,112.1620317,12.27465337,1099,1033.537037,625.7019386
220,Orange,30163,4,Orange County Sanitation District,X,U,West,Orange County,California,CA,92708,USA,6059,Fountain Valley,3832.6,76925,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,20.33,20.33,0,20.33,20.33,,,20.33,0,20.33,20.33,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,77004,#DIV/0!,0,0,#DIV/0!,"2,700,185,858.00","1,057,467,549.00",0.39,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"207,317,045.00","164,556,486.00",0.79,"24,899,193.00",72333626,#DIV/0!,,N / R,FY09,4,0,16.53,5.45,336.45,60.44,112.1620317,12.27465337,1099,1033.537037,625.7019386
221,Orange,1033,1,Orlando Utilities Commission,B,U,South,Orlando (OUC),Florida,FL,32802,USA,12095,Orlando,1036.9,46730,100,0,0,2,2,IB,2,0,7.5,6.97,14.47,7.5,12.92,20.42,0.58,0,0,0,0,0,0,7.5,6.97,14.47,7.5,12.92,20.42,182.5,79.4,104,43.51%,56.99%,21441,184,21625,401400,2600,404000,1,404000,146.649939,106703,12780,0.119771703,2,119485,0,0,#DIV/0!,"393,953,205.00","176,172,611.00",0.45,"393,953,205.00","176,172,611.00",0.45,62675000,"36,708,000.00",20554000,0.59,"10,663,000.00","-1,133,000.00","8,146.71","1,697.48",0,1,"62,675,000.00","36,708,000.00",0.59,"10,663,000.00",-1133000,"6,924,000.00",Water only,FY09,N / R,1,1,22.19,5.61,"1,332.02",3.36,0.195229529,1.882694868,1099,1033.537037,625.7019386
222,Orleans,30204,2,New Orleans Sewerage & Water Board,B,U,South,New Orleans,Louisiana,LA,70165,USA,22071,New Orleans,1353.4,35485,0,100,0,1,2,IDB,4,0,3.7,26.36,30.06,3.7,41.93,45.63,0.09,11.6,25.86,37.46,11.6,38.38,49.98,15.3,52.22,67.52,15.3,80.31,95.61,194,143,160,73.71%,82.47%,13378,0,13378,355000,0,355000,0,355000,103.2452248,107883,12314,0.114142173,0,120197,277,12700.8,48.29602888,"314,457,506.00","112,012,299.00",0.36,"1,059,773,581.00","344,779,904.00",0.33,45265611,"67,866,864.00",13521186,1.5,"1,689,146.00","-49,131,735.00","8,372.87","5,073.02",0,1,"107,726,833.00","110,515,933.00",1.03,"1,719,748.00",-51208311,"53,257,360.00",Water only,CY08,CY08,2,1,12.33,4.56,"1,185.85",1.61,0,0,1101,713.3846154,196.2853182
223,Osceola,2444,2,Tohopekaliga Water Authority,B,U,South,Kissimmee,Florida,FL,34741,USA,12097,Kissimmee,157.7,49976,100,0,0,2,2,IB,2,0,2.13,11.89,14.02,2.13,24.57,26.7,0.09,0,33.2,33.2,0,49.8,49.8,2.13,45.09,47.22,2.13,74.37,76.5,75.529,30.672,51.61,40.61%,68.33%,9558.498,190.652,9749.15,280000,21500,301500,0,0,88.59038143,85511,11688,0.136684169,5,97204,50,7266.6,194.983,"799,976,000.00","186,766,000.00",0.23,"799,976,000.00","186,766,000.00",0.23,67035000,"47,214,000.00",19292000,0.7,0,"17,261,000.00","19,157.16","4,842.88",0,0,"67,035,000.00","94,428,000.00",1.41,0,34522000,"67,308,200.00",Combined water and wastewater,FY09,FY09,2,0,21.81,5.15,"1,299.62",3.6,0.010694965,1.126716139,1104,2111.911765,2453.474609
224,Ottawa,3066,2,Holland Board of Public Works,C,U,Midwest,Holland,Michigan,MI,49423,USA,26139,Holland,452.8,55308,0,100,0,1,2,U,1,0,6.44,12.1,18.54,6.44,18.15,24.59,0.35,3.75,23.3,27.05,3.75,34.95,38.7,10.19,35.4,45.59,10.19,53.1,63.29,38.5,10.5,25.3,27.27%,65.71%,2130,1771,3901,42000,12000,54000,1,54000,197.9198376,10366,2768,0.267026818,2,13136,17,3324.1,229.4705882,"44,315,990.00","16,721,620.00",0.38,"96,334,985.00","20,320,263.00",0.21,5373245,"4,007,596.00",1308087,0.75,"770,500.00","-29,089.00","4,286.50","1,027.33",1,0,"10,652,947.00","10,255,149.00",0.96,"966,784.00",-729286,"3,109,145.80",Water only,FY09,FY09,2,1,7.9,11.05,872.04,1.63,0.157940079,19.39155844,1109,1609.952941,874.9448314
225,Pasco,1638,2,Clearwater Water Division,C,U,South,Clearwater (City),Florida,FL,33765,USA,12101,Clearwater,533.4,47727,30,0,70,4,,IB,2,0,14.58,23.64,38.22,14.58,50.36,64.94,0.29,20.07,26.8,46.87,20.07,53.52,73.59,34.65,50.44,85.09,34.65,103.88,138.53,25,11.17,16.72,44.68%,66.88%,5434.84,0,5434.84,110000,0,110000,1,0,135.3633873,36358,0,0,0,36358,61,4778,89.09573771,"347,268,096.00","184,898,736.00",0.53,"347,268,096.00","184,898,736.00",0.53,53833663,"36,304,415.00",11593194,0.67,0,"1,945,251.00","34,021.01","6,679.94",0,0,"53,833,663.00","72,608,830.00",1.35,0,3890502,"13,974,342.00",Combined water and wastewater,FY09,FY09,2,0,19.97,4.95,"1,289.36",3.21,0,24.13598131,1129,653.4858491,418.845315
226,Passaic,1280,1,Passaic Valley Water Commission,B,U,Northeast,Clifton (Passaic Valley),New Jersey,NJ,7011,USA,34031,Clifton,2566.5,66200,0,56,44,3,,U,1,0,17.01,15.2,32.21,17.01,22.8,39.81,0.75,0,0,0,0,0,0,17.01,15.2,32.21,17.01,22.8,39.81,85,45,60,52.94%,70.59%,8518.51,12363.76,20882.27,325000,500000,825000,0,825000,69.34751349,62000,12000,0.193548387,23,74023,180,0,116.0126111,"225,137,581.00","141,342,989.00",0.63,"225,137,581.00","141,342,989.00",0.63,62746623,"62,746,623.00",7892933,1,"5,214,007.00","8,607,397.53","6,768.56","3,004.78",0,1,"62,746,623.00","62,746,623.00",1,"5,214,007.00",8607397.526,"22,557,000.00",Water only,FY09,N / R,1,1,10.18,12.35,"1,242.74",1.24,10.16644883,11.94472944,1131,992.6923077,776.7783237
227,Peoria,20027,4,Greater Peoria Sanitary District,X,U,Midwest,Peoria,Illinois,IL,61607,USA,17143,Peoria,290.1,47600,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,14.1,14.1,0,21.15,21.15,,,14.1,0,21.15,21.15,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,11402.16,#DIV/0!,0,0,#DIV/0!,"166,335,971.00","9,559,323.00",0.06,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"11,019,641.00","10,885,295.00",0.99,"384,447.00",-2510524,#DIV/0!,,N / R,Other,4,0,10.48,13.35,912.9,2.19,0.657754797,572.0725779,1149,2287.6,730.9653207
228,Philadelphia,1456,2,Philadelphia Water Department,A,U,Northeast,Philadelphia,Pennsylvania,PA,19107,USA,42101,Philadelphia,10404,40210,0,100,0,1,2,DB,3,0,5.53,27.19,32.72,5.53,40.79,46.32,0.14,17.32,20.51,37.83,17.32,30.77,48.09,22.85,47.7,70.55,22.85,71.56,94.41,546,268,300,49.08%,54.95%,56174,6753,62927,1500000,190000,1690000,0,0,102.0134555,450000,26300,0.058444444,3,476303,961,152325,65.48074922,"2,448,592,000.00","1,557,384,000.00",0.64,"2,448,592,000.00","1,557,384,000.00",0.64,494087000,"322,386,000.00",83996000,0.65,"100,254,000.00","-13,475,000.00","24,749.06","5,123.17",1,1,"494,087,000.00","644,772,000.00",1.3,"200,508,000.00",-26950222,"60,029,200.00",Combined water and wastewater,FY09,FY09,2,0,12.58,12.18,"1,127.87",1.32,54.64458196,266.6324571,1160,1016.431127,414.9381158
